so_id,so_line_id,customer_id,product_id,warehouse_id,order_date,requested_delivery_date,promised_delivery_date,actual_ship_date,actual_delivery_date,qty_ordered,qty_shipped,qty_backordered,unit_price,revenue,status
SO-6763,1,CUST-0510,SE-1125,WH-EAST,2026-05-21,2026-05-29,2026-05-29,2026-05-28,2026-05-29,10,10,0,14.5,145.0,delivered
SO-6764,1,CUST-0067,PB-4995,WH-WEST,2026-05-20,2026-05-30,2026-05-30,2026-05-29,2026-05-30,5,5,0,33.0,165.0,delivered
SO-6765,1,CUST-0455,IF-8980,WH-CENTRAL,2026-05-20,2026-05-31,2026-06-01,2026-05-31,2026-06-02,10,10,0,9.5,95.0,delivered
SO-6766,1,CUST-0245,SE-1780,WH-CENTRAL,2026-06-01,2026-06-15,2026-06-15,2026-06-15,2026-06-16,10,10,0,28.0,280.0,delivered
SO-6767,1,CUST-0530,EC-1455,WH-EAST,2026-05-29,2026-06-10,2026-06-10,2026-06-09,2026-06-10,25,25,0,26.0,650.0,delivered
SO-6768,1,CUST-0089,PB-4455,WH-SOUTH,2026-06-09,2026-06-20,2026-06-22,2026-06-19,2026-06-22,50,50,0,24.0,1200.0,delivered
SO-6769,1,CUST-0395,SE-1230,WH-EAST,2026-05-21,2026-06-03,2026-06-03,2026-06-03,2026-06-04,100,100,0,209.0,20900.0,delivered
SO-6770,1,CUST-0700,EC-1455,WH-CENTRAL,2026-06-03,2026-06-12,2026-06-12,2026-06-12,2026-06-13,25,25,0,26.0,650.0,delivered
SO-6771,1,CUST-0245,SE-3195,WH-CENTRAL,2026-05-11,2026-05-21,2026-05-23,2026-05-21,2026-05-23,25,25,0,12.0,300.0,delivered
SO-6772,1,CUST-0500,IF-8650,WH-SOUTH,2026-06-03,2026-06-12,2026-06-12,2026-06-10,2026-06-12,10,10,0,13.0,130.0,delivered
SO-6773,1,CUST-0410,EC-1835,WH-EAST,2026-06-02,2026-06-07,2026-06-07,2026-06-06,2026-06-07,100,100,0,11.5,1150.0,delivered
SO-6774,1,CUST-0650,EC-2490,WH-WEST,2026-05-25,2026-06-01,2026-06-03,2026-06-02,2026-06-02,25,25,0,65.0,1625.0,delivered
SO-6776,1,CUST-0041,SE-1010,WH-SOUTH,2026-05-14,2026-05-24,2026-05-24,2026-05-23,2026-05-23,25,25,0,54.0,1350.0,delivered
SO-6777,1,CUST-0365,EC-2680,WH-WEST,2026-05-14,2026-05-24,2026-05-25,2026-05-25,2026-05-26,10,10,0,75.0,750.0,delivered
SO-6778,1,CUST-0335,PB-6370,WH-WEST,2026-06-09,2026-06-22,2026-06-22,2026-06-21,2026-06-22,25,25,0,8.7,217.5,delivered
SO-6779,1,CUST-0168,HF-2430,WH-CENTRAL,2026-06-09,2026-06-13,2026-06-15,2026-06-15,2026-06-16,100,100,0,114.0,11400.0,delivered
SO-6780,1,CUST-0230,EC-3004,WH-CENTRAL,2026-05-29,2026-06-05,2026-06-07,2026-06-06,2026-06-07,50,50,0,209.0,10450.0,delivered
SO-6781,1,CUST-0102,HF-1340,WH-EAST,2026-05-11,2026-05-15,2026-05-15,2026-05-14,2026-05-15,100,100,0,14.5,1450.0,delivered
SO-6782,1,CUST-0320,HF-3090,WH-WEST,2026-06-01,2026-06-13,2026-06-13,2026-06-13,2026-06-13,25,25,0,12.5,312.5,delivered
SO-6783,1,CUST-0147,HF-3280,WH-SOUTH,2026-06-05,2026-06-12,2026-06-12,2026-06-09,2026-06-12,25,25,0,7.7,192.5,delivered
SO-6784,1,CUST-0410,SE-3195,WH-WEST,2026-05-28,2026-06-11,2026-06-13,2026-06-10,2026-06-14,50,50,0,12.0,600.0,delivered
SO-6785,1,CUST-0260,SE-3280,WH-WEST,2026-05-14,2026-05-20,2026-05-20,2026-05-18,2026-05-20,10,10,0,58.0,580.0,delivered
SO-6786,1,CUST-0740,PB-5980,WH-WEST,2026-05-19,2026-05-27,2026-05-27,2026-05-27,2026-05-28,25,25,0,26.5,662.5,delivered
SO-6788,1,CUST-0056,PB-5320,WH-SOUTH,2026-06-08,2026-06-22,2026-06-22,2026-06-20,2026-06-22,10,10,0,23.0,230.0,delivered
SO-6789,1,CUST-0245,HF-1890,WH-WEST,2026-06-03,2026-06-07,2026-06-09,2026-06-09,2026-06-09,50,50,0,325.0,16250.0,delivered
SO-6791,1,CUST-0350,HF-2320,WH-SOUTH,2026-06-03,2026-06-12,2026-06-12,2026-06-14,2026-06-15,10,10,0,32.0,320.0,delivered
SO-6792,1,CUST-0041,HF-2320,WH-WEST,2026-06-09,2026-06-13,2026-06-15,2026-06-13,2026-06-15,10,10,0,32.0,320.0,delivered
SO-6793,1,CUST-0025,EC-3004,WH-CENTRAL,2026-05-13,2026-05-25,2026-05-25,2026-05-24,2026-05-25,25,25,0,209.0,5225.0,delivered
SO-6794,1,CUST-0089,HF-2760,WH-WEST,2026-05-25,2026-06-06,2026-06-08,2026-06-07,2026-06-08,25,25,0,164.0,4100.0,delivered
SO-6795,1,CUST-0275,HF-3280,WH-WEST,2026-06-05,2026-06-14,2026-06-14,2026-06-11,2026-06-14,50,50,0,7.7,385.0,delivered
SO-6796,1,CUST-0056,HF-3090,WH-WEST,2026-06-05,2026-06-14,2026-06-14,2026-06-14,2026-06-15,25,25,0,12.5,312.5,delivered
SO-6797,1,CUST-0215,PB-5650,WH-SOUTH,2026-05-26,2026-06-04,2026-06-04,2026-06-03,2026-06-04,100,100,0,8.0,800.0,delivered
SO-6798,1,CUST-0550,PB-6280,WH-WEST,2026-06-03,2026-06-12,2026-06-14,2026-06-11,2026-06-14,5,5,0,24.0,120.0,delivered
SO-6799,1,CUST-0038,SE-1230,WH-CENTRAL,2026-05-11,2026-05-23,2026-05-25,2026-05-22,2026-05-26,25,25,0,209.0,5225.0,delivered
SO-6800,1,CUST-0168,PB-6195,WH-CENTRAL,2026-06-05,2026-06-16,2026-06-18,2026-06-16,2026-06-17,25,25,0,20.0,500.0,delivered
SO-6801,1,CUST-0128,HF-1340,WH-EAST,2026-06-04,2026-06-09,2026-06-10,2026-06-10,2026-06-10,50,50,0,14.5,725.0,delivered
SO-6802,1,CUST-0410,SE-2760,WH-WEST,2026-05-14,2026-05-17,2026-05-19,2026-05-16,2026-05-18,25,25,0,114.0,2850.0,delivered
SO-6803,1,CUST-0425,PB-5650,WH-SOUTH,2026-06-08,2026-06-19,2026-06-21,2026-06-21,2026-06-21,10,10,0,8.0,80.0,delivered
SO-6804,1,CUST-0128,PB-5540,WH-EAST,2026-06-04,2026-06-09,2026-06-11,2026-06-08,2026-06-11,50,50,0,5.7,285.0,delivered
SO-6805,1,CUST-0425,SE-1995,WH-CENTRAL,2026-05-22,2026-06-03,2026-06-05,2026-06-03,2026-06-05,5,5,0,76.0,380.0,delivered
SO-6806,1,CUST-0012,HF-3280,WH-SOUTH,2026-06-03,2026-06-10,2026-06-12,2026-06-12,2026-06-13,100,100,0,7.7,770.0,delivered
SO-6808,1,CUST-0171,PB-4230,WH-WEST,2026-06-09,2026-06-23,2026-06-23,2026-06-22,2026-06-23,5,5,0,121.0,605.0,delivered
SO-6809,1,CUST-0038,IF-8760,WH-CENTRAL,2026-05-13,2026-05-26,2026-05-26,2026-05-23,2026-05-26,50,50,0,17.5,875.0,delivered
SO-6810,1,CUST-0038,SE-1560,WH-WEST,2026-05-28,2026-06-11,2026-06-12,2026-06-10,2026-06-12,5,5,0,19.0,95.0,delivered
SO-6811,1,CUST-0530,SE-3195,WH-WEST,2026-06-02,2026-06-14,2026-06-15,2026-06-14,2026-06-15,25,25,0,12.0,300.0,delivered
SO-6812,1,CUST-0025,SE-3280,WH-WEST,2026-05-21,2026-06-02,2026-06-03,2026-05-31,2026-06-03,50,50,0,58.0,2900.0,delivered
SO-6813,1,CUST-0680,HF-2100,WH-WEST,2026-06-01,2026-06-04,2026-06-05,2026-06-04,2026-06-04,25,25,0,10.5,262.5,delivered
SO-6814,1,CUST-0025,IF-7340,WH-EAST,2026-05-25,2026-06-04,2026-06-06,2026-06-04,2026-06-06,25,25,0,64.0,1600.0,delivered
SO-6815,1,CUST-0073,EC-2790,WH-CENTRAL,2026-06-09,2026-06-23,2026-06-24,2026-06-23,2026-06-24,100,100,0,104.0,10400.0,delivered
SO-6816,1,CUST-0067,SE-2430,WH-CENTRAL,2026-06-01,2026-06-08,2026-06-08,2026-06-06,2026-06-08,50,50,0,121.0,6050.0,delivered
SO-6817,1,CUST-0056,SE-2650,WH-WEST,2026-06-02,2026-06-08,2026-06-08,2026-06-06,2026-06-08,5,5,0,325.0,1625.0,delivered
SO-6818,1,CUST-0290,EC-3100,WH-EAST,2026-05-13,2026-05-19,2026-05-19,2026-05-19,2026-05-20,50,50,0,149.0,7450.0,delivered
SO-6819,1,CUST-0215,PB-4125,WH-WEST,2026-06-01,2026-06-14,2026-06-15,2026-06-13,2026-06-15,10,10,0,57.0,570.0,delivered
SO-6820,1,CUST-0025,HF-3370,WH-WEST,2026-05-12,2026-05-25,2026-05-25,2026-05-25,2026-05-26,50,50,0,44.0,2200.0,delivered
SO-6821,1,CUST-0067,IF-9460,WH-SOUTH,2026-05-27,2026-06-09,2026-06-09,2026-06-07,2026-06-09,10,10,0,12.0,120.0,delivered
SO-6822,1,CUST-0350,SE-2980,WH-WEST,2026-05-11,2026-05-21,2026-05-21,2026-05-20,2026-05-20,25,25,0,41.0,1025.0,delivered
SO-6823,1,CUST-0073,SE-1230,WH-WEST,2026-06-05,2026-06-17,2026-06-18,2026-06-16,2026-06-18,10,10,0,209.0,2090.0,delivered
SO-6824,1,CUST-0305,IF-9195,WH-WEST,2026-06-01,2026-06-11,2026-06-11,2026-06-11,2026-06-10,5,5,0,13.5,67.5,delivered
SO-6825,1,CUST-0038,EC-1205,WH-SOUTH,2026-06-08,2026-06-11,2026-06-12,2026-06-12,2026-06-11,5,5,0,48.0,240.0,delivered
SO-6826,1,CUST-0025,HF-2540,WH-CENTRAL,2026-05-26,2026-05-30,2026-05-30,2026-05-28,2026-05-29,10,10,0,237.0,2370.0,delivered
SO-6827,1,CUST-0067,IF-8760,WH-WEST,2026-05-11,2026-05-20,2026-05-20,2026-05-17,2026-05-20,10,10,0,17.5,175.0,delivered
SO-6828,1,CUST-0710,EC-1330,WH-EAST,2026-05-13,2026-05-27,2026-05-27,2026-05-27,2026-05-27,10,10,0,15.0,150.0,delivered
SO-6829,1,CUST-0215,SE-1995,WH-SOUTH,2026-06-04,2026-06-11,2026-06-11,2026-06-08,2026-06-11,10,10,0,76.0,760.0,delivered
SO-6830,1,CUST-0025,EC-2970,WH-EAST,2026-06-02,2026-06-05,2026-06-05,2026-06-04,2026-06-05,25,25,0,28.0,700.0,delivered
SO-6831,1,CUST-0012,EC-2790,WH-SOUTH,2026-05-20,2026-06-01,2026-06-03,2026-05-31,2026-06-02,25,25,0,104.0,2600.0,delivered
SO-6833,1,CUST-0025,SE-1340,WH-CENTRAL,2026-06-09,2026-06-12,2026-06-13,2026-06-10,2026-06-13,10,10,0,24.0,240.0,delivered
SO-6834,1,CUST-0350,PB-5760,WH-EAST,2026-05-12,2026-05-23,2026-05-23,2026-05-22,2026-05-23,25,25,0,225.0,5625.0,delivered
SO-6835,1,CUST-0335,HF-1010,WH-CENTRAL,2026-05-11,2026-05-22,2026-05-22,2026-05-19,2026-05-22,10,10,0,81.0,810.0,delivered
SO-6836,1,CUST-0102,PB-5540,WH-EAST,2026-06-03,2026-06-12,2026-06-12,2026-06-09,2026-06-12,5,5,0,5.7,28.5,delivered
SO-6837,1,CUST-0630,SE-1995,WH-EAST,2026-05-20,2026-05-26,2026-05-26,2026-05-24,2026-05-26,25,25,0,76.0,1900.0,delivered
SO-6838,1,CUST-0102,EC-2160,WH-WEST,2026-06-08,2026-06-14,2026-06-16,2026-06-14,2026-06-15,5,5,0,12.5,62.5,delivered
SO-6839,1,CUST-0073,IF-7340,WH-SOUTH,2026-06-05,2026-06-14,2026-06-16,2026-06-15,2026-06-17,25,25,0,64.0,1600.0,delivered
SO-6840,1,CUST-0350,IF-9090,WH-WEST,2026-05-21,2026-05-31,2026-05-31,2026-05-29,2026-05-31,10,10,0,7.0,70.0,delivered
SO-6841,1,CUST-0102,IF-8980,WH-WEST,2026-05-25,2026-06-07,2026-06-08,2026-06-09,2026-06-10,25,25,0,9.5,237.5,delivered
SO-6842,1,CUST-0215,PB-5650,WH-EAST,2026-05-15,2026-05-22,2026-05-22,2026-05-21,2026-05-22,10,10,0,8.0,80.0,delivered
SO-6843,1,CUST-0155,IF-8870,WH-WEST,2026-06-09,2026-06-13,2026-06-14,2026-06-14,2026-06-14,25,25,0,6.0,150.0,delivered
SO-6845,1,CUST-0410,EC-2490,WH-SOUTH,2026-05-26,2026-05-29,2026-05-30,2026-05-28,2026-05-30,100,100,0,65.0,6500.0,delivered
SO-6846,1,CUST-0183,PB-5430,WH-CENTRAL,2026-05-29,2026-06-03,2026-06-05,2026-06-04,2026-06-05,25,25,0,409.0,10225.0,delivered
SO-6847,1,CUST-0115,IF-8320,WH-WEST,2026-06-09,2026-06-12,2026-06-13,2026-06-12,2026-06-13,10,10,0,11.0,110.0,delivered
SO-6849,1,CUST-0710,PB-5650,WH-SOUTH,2026-06-09,2026-06-20,2026-06-20,2026-06-20,2026-06-20,50,50,0,8.0,400.0,delivered
SO-6850,1,CUST-0455,IF-8760,WH-CENTRAL,2026-05-28,2026-06-02,2026-06-02,2026-06-04,2026-06-05,10,10,0,17.5,175.0,delivered
SO-6851,1,CUST-0290,IF-9090,WH-WEST,2026-06-09,2026-06-19,2026-06-21,2026-06-19,2026-06-21,25,25,0,7.0,175.0,delivered
SO-6852,1,CUST-0134,EC-1102,WH-CENTRAL,2026-05-12,2026-05-18,2026-05-20,2026-05-19,2026-05-19,10,10,0,21.0,210.0,delivered
SO-6853,1,CUST-0056,HF-1890,WH-EAST,2026-06-05,2026-06-18,2026-06-19,2026-06-18,2026-06-19,5,5,0,325.0,1625.0,delivered
SO-6854,1,CUST-0540,SE-3460,WH-EAST,2026-06-09,2026-06-22,2026-06-24,2026-06-22,2026-06-25,50,50,0,48.0,2400.0,delivered
SO-6855,1,CUST-0320,PB-5320,WH-SOUTH,2026-05-12,2026-05-24,2026-05-24,2026-05-22,2026-05-24,10,10,0,23.0,230.0,delivered
SO-6856,1,CUST-0128,IF-8215,WH-WEST,2026-05-13,2026-05-21,2026-05-21,2026-05-18,2026-05-22,25,25,0,19.0,475.0,delivered
SO-6857,1,CUST-0365,PB-5650,WH-SOUTH,2026-05-19,2026-05-25,2026-05-25,2026-05-23,2026-05-26,25,25,0,8.0,200.0,delivered
SO-6858,1,CUST-0350,IF-7010,WH-SOUTH,2026-05-14,2026-05-27,2026-05-28,2026-05-25,2026-05-28,25,25,0,54.0,1350.0,delivered
SO-6859,1,CUST-0155,PB-5430,WH-SOUTH,2026-05-20,2026-06-03,2026-06-03,2026-06-01,2026-06-03,25,25,0,409.0,10225.0,delivered
SO-6860,1,CUST-0025,HF-2215,WH-WEST,2026-06-02,2026-06-07,2026-06-09,2026-06-08,2026-06-09,25,25,0,41.0,1025.0,delivered
SO-6861,1,CUST-0067,PB-5430,WH-CENTRAL,2026-05-20,2026-05-27,2026-05-27,2026-05-27,2026-05-28,10,10,0,409.0,4090.0,delivered
SO-6862,1,CUST-0560,SE-2980,WH-CENTRAL,2026-05-25,2026-05-31,2026-05-31,2026-05-31,2026-05-31,5,5,0,41.0,205.0,delivered
SO-6863,1,CUST-0128,PB-6090,WH-CENTRAL,2026-06-02,2026-06-14,2026-06-15,2026-06-12,2026-06-16,5,5,0,97.0,485.0,delivered
SO-6864,1,CUST-0102,HF-2100,WH-CENTRAL,2026-06-02,2026-06-05,2026-06-07,2026-06-07,2026-06-08,10,10,0,10.5,105.0,delivered
SO-6866,1,CUST-0440,HF-1125,WH-EAST,2026-05-28,2026-06-07,2026-06-09,2026-06-06,2026-06-09,25,25,0,37.0,925.0,delivered
SO-6867,1,CUST-0089,PB-4010,WH-SOUTH,2026-05-20,2026-05-27,2026-05-29,2026-05-26,2026-05-29,25,25,0,31.0,775.0,delivered
SO-6868,1,CUST-0335,SE-2650,WH-SOUTH,2026-06-01,2026-06-06,2026-06-06,2026-06-04,2026-06-06,10,10,0,325.0,3250.0,delivered
SO-6869,1,CUST-0155,SE-3460,WH-WEST,2026-05-25,2026-05-31,2026-05-31,2026-05-30,2026-05-31,10,10,0,48.0,480.0,delivered
SO-6870,1,CUST-0012,SE-3280,WH-EAST,2026-05-29,2026-06-12,2026-06-12,2026-06-11,2026-06-12,10,10,0,58.0,580.0,delivered
SO-6871,1,CUST-0134,PB-4560,WH-CENTRAL,2026-06-01,2026-06-11,2026-06-13,2026-06-12,2026-06-13,100,100,0,20.0,2000.0,delivered
SO-6872,1,CUST-0089,PB-4340,WH-EAST,2026-06-09,2026-06-22,2026-06-22,2026-06-22,2026-06-22,10,10,0,48.0,480.0,delivered
SO-6873,1,CUST-0147,IF-7780,WH-WEST,2026-05-28,2026-05-31,2026-05-31,2026-05-30,2026-05-31,10,10,0,21.0,210.0,delivered
SO-6874,1,CUST-0012,SE-1230,WH-CENTRAL,2026-05-14,2026-05-18,2026-05-18,2026-05-15,2026-05-18,25,25,0,209.0,5225.0,delivered
SO-6875,1,CUST-0056,IF-7230,WH-WEST,2026-05-26,2026-06-05,2026-06-07,2026-06-06,2026-06-08,25,25,0,76.0,1900.0,delivered
SO-6876,1,CUST-0290,EC-1330,WH-WEST,2026-05-11,2026-05-23,2026-05-25,2026-05-26,2026-05-27,25,25,0,15.0,375.0,delivered
SO-6877,1,CUST-0260,IF-8100,WH-WEST,2026-05-29,2026-06-08,2026-06-10,2026-06-10,2026-06-10,100,100,0,16.5,1650.0,delivered
SO-6878,1,CUST-0350,IF-7340,WH-CENTRAL,2026-05-15,2026-05-29,2026-05-29,2026-05-27,2026-05-29,50,50,0,64.0,3200.0,delivered
SO-6879,1,CUST-0365,PB-5650,WH-WEST,2026-05-29,2026-06-02,2026-06-03,2026-06-02,2026-06-03,25,25,0,8.0,200.0,delivered
SO-6880,1,CUST-0590,SE-1890,WH-WEST,2026-06-01,2026-06-07,2026-06-07,2026-06-07,2026-06-07,10,10,0,104.0,1040.0,delivered
SO-6881,1,CUST-0183,PB-4340,WH-EAST,2026-05-29,2026-06-06,2026-06-06,2026-06-03,2026-06-06,10,10,0,48.0,480.0,delivered
SO-6882,1,CUST-0580,EC-1835,WH-SOUTH,2026-05-15,2026-05-18,2026-05-18,2026-05-15,2026-05-18,25,25,0,11.5,287.5,delivered
SO-6883,1,CUST-0425,EC-1835,WH-SOUTH,2026-05-21,2026-06-04,2026-06-04,2026-06-01,2026-06-05,50,50,0,11.5,575.0,delivered
SO-6884,1,CUST-0012,IF-8980,WH-EAST,2026-05-13,2026-05-22,2026-05-24,2026-05-23,2026-05-25,10,10,0,9.5,95.0,delivered
SO-6885,1,CUST-0425,IF-7890,WH-SOUTH,2026-05-22,2026-06-02,2026-06-02,2026-06-02,2026-06-02,10,10,0,45.0,450.0,delivered
SO-6886,1,CUST-0041,PB-5540,WH-CENTRAL,2026-05-27,2026-06-04,2026-06-04,2026-06-02,2026-06-04,50,50,0,5.7,285.0,delivered
SO-6888,1,CUST-0530,SE-2870,WH-WEST,2026-06-04,2026-06-07,2026-06-09,2026-06-08,2026-06-08,50,50,0,70.0,3500.0,delivered
SO-6889,1,CUST-0540,SE-1010,WH-SOUTH,2026-05-26,2026-06-02,2026-06-02,2026-05-31,2026-06-03,10,10,0,54.0,540.0,delivered
SO-6890,1,CUST-0200,SE-2760,WH-SOUTH,2026-05-12,2026-05-19,2026-05-19,2026-05-16,2026-05-19,25,25,0,114.0,2850.0,delivered
SO-6891,1,CUST-0200,PB-5870,WH-EAST,2026-05-12,2026-05-19,2026-05-21,2026-05-18,2026-05-22,25,25,0,71.0,1775.0,delivered
SO-6892,1,CUST-0012,HF-1995,WH-SOUTH,2026-06-04,2026-06-12,2026-06-12,2026-06-11,2026-06-12,50,50,0,31.0,1550.0,delivered
SO-6893,1,CUST-0155,HF-2760,WH-WEST,2026-05-13,2026-05-24,2026-05-26,2026-05-26,2026-05-26,100,100,0,164.0,16400.0,delivered
SO-6894,1,CUST-0073,PB-5870,WH-WEST,2026-05-18,2026-05-31,2026-06-02,2026-05-31,2026-06-02,5,5,0,71.0,355.0,delivered
SO-6895,1,CUST-0155,SE-1560,WH-SOUTH,2026-05-28,2026-06-04,2026-06-04,2026-06-02,2026-06-04,5,5,0,19.0,95.0,delivered
SO-6896,1,CUST-0089,EC-2275,WH-CENTRAL,2026-05-27,2026-06-04,2026-06-04,2026-06-03,2026-06-04,25,25,0,41.0,1025.0,delivered
SO-6897,1,CUST-0025,EC-2790,WH-EAST,2026-05-13,2026-05-18,2026-05-18,2026-05-17,2026-05-18,10,10,0,104.0,1040.0,delivered
SO-6898,1,CUST-0025,SE-2320,WH-WEST,2026-05-13,2026-05-16,2026-05-18,2026-05-16,2026-05-18,25,25,0,142.0,3550.0,delivered
SO-6900,1,CUST-0183,SE-1780,WH-WEST,2026-05-14,2026-05-26,2026-05-26,2026-05-23,2026-05-26,50,50,0,28.0,1400.0,delivered
SO-6901,1,CUST-0056,HF-2760,WH-WEST,2026-05-20,2026-05-26,2026-05-28,2026-05-28,2026-05-28,5,5,0,164.0,820.0,delivered
SO-6902,1,CUST-0335,SE-2100,WH-EAST,2026-05-11,2026-05-15,2026-05-15,2026-05-13,2026-05-15,10,10,0,16.0,160.0,delivered
SO-6903,1,CUST-0134,SE-3090,WH-EAST,2026-05-22,2026-06-01,2026-06-01,2026-06-01,2026-06-01,5,5,0,26.0,130.0,delivered
SO-6904,1,CUST-0171,EC-1455,WH-WEST,2026-05-25,2026-05-28,2026-05-29,2026-05-26,2026-05-29,25,25,0,26.0,650.0,delivered
SO-6905,1,CUST-0660,HF-2100,WH-CENTRAL,2026-05-19,2026-06-02,2026-06-04,2026-06-02,2026-06-04,50,50,0,10.5,525.0,delivered
SO-6906,1,CUST-0067,EC-1720,WH-SOUTH,2026-05-22,2026-05-30,2026-05-30,2026-05-27,2026-05-30,10,10,0,5.5,55.0,delivered
SO-6907,1,CUST-0128,SE-1890,WH-WEST,2026-05-27,2026-05-31,2026-06-01,2026-05-30,2026-06-02,50,50,0,104.0,5200.0,delivered
SO-6908,1,CUST-0720,HF-3090,WH-CENTRAL,2026-05-21,2026-06-01,2026-06-01,2026-05-29,2026-06-01,25,25,0,12.5,312.5,delivered
SO-6909,1,CUST-0305,PB-6370,WH-EAST,2026-05-11,2026-05-14,2026-05-14,2026-05-13,2026-05-13,10,10,0,8.7,87.0,delivered
SO-6910,1,CUST-0183,IF-8760,WH-CENTRAL,2026-06-02,2026-06-07,2026-06-07,2026-06-07,2026-06-07,25,25,0,17.5,437.5,delivered
SO-6911,1,CUST-0275,SE-2540,WH-CENTRAL,2026-05-15,2026-05-19,2026-05-21,2026-05-21,2026-05-20,25,25,0,533.0,13325.0,delivered
SO-6912,1,CUST-0073,IF-9460,WH-EAST,2026-05-19,2026-05-23,2026-05-24,2026-05-23,2026-05-24,10,10,0,12.0,120.0,delivered
SO-6913,1,CUST-0335,HF-1890,WH-CENTRAL,2026-06-03,2026-06-06,2026-06-06,2026-06-06,2026-06-06,25,25,0,325.0,8125.0,delivered
SO-6914,1,CUST-0720,HF-2430,WH-SOUTH,2026-05-26,2026-06-06,2026-06-06,2026-06-04,2026-06-05,50,50,0,114.0,5700.0,delivered
SO-6915,1,CUST-0540,HF-1010,WH-WEST,2026-05-19,2026-05-31,2026-06-01,2026-06-01,2026-06-01,5,5,0,81.0,405.0,delivered
SO-6916,1,CUST-0041,HF-2540,WH-CENTRAL,2026-05-26,2026-05-29,2026-05-29,2026-05-27,2026-05-29,25,25,0,237.0,5925.0,delivered
SO-6917,1,CUST-0500,HF-3090,WH-EAST,2026-05-11,2026-05-16,2026-05-16,2026-05-14,2026-05-15,50,50,0,12.5,625.0,delivered
SO-6918,1,CUST-0630,HF-2870,WH-SOUTH,2026-05-28,2026-06-10,2026-06-10,2026-06-10,2026-06-10,25,25,0,126.0,3150.0,delivered
SO-6919,1,CUST-0025,SE-1230,WH-WEST,2026-05-15,2026-05-25,2026-05-25,2026-05-25,2026-05-25,25,25,0,209.0,5225.0,delivered
SO-6920,1,CUST-0510,PB-4125,WH-EAST,2026-05-12,2026-05-16,2026-05-16,2026-05-13,2026-05-16,50,50,0,57.0,2850.0,delivered
SO-6921,1,CUST-0134,SE-3280,WH-EAST,2026-05-12,2026-05-22,2026-05-23,2026-05-21,2026-05-23,25,25,0,58.0,1450.0,delivered
SO-6922,1,CUST-0067,HF-3090,WH-CENTRAL,2026-05-11,2026-05-19,2026-05-21,2026-05-20,2026-05-20,10,10,0,12.5,125.0,delivered
SO-6923,1,CUST-0067,EC-1835,WH-WEST,2026-06-09,2026-06-14,2026-06-14,2026-06-12,2026-06-13,25,25,0,11.5,287.5,delivered
SO-6924,1,CUST-0041,IF-7780,WH-CENTRAL,2026-05-25,2026-05-28,2026-05-30,2026-05-28,2026-05-30,25,25,0,21.0,525.0,delivered
SO-6925,1,CUST-0560,IF-7010,WH-SOUTH,2026-05-25,2026-06-02,2026-06-02,2026-06-04,2026-06-05,10,10,0,54.0,540.0,delivered
SO-6926,1,CUST-0245,SE-3280,WH-EAST,2026-05-18,2026-05-26,2026-05-26,2026-05-25,2026-05-26,25,25,0,58.0,1450.0,delivered
SO-6927,1,CUST-0680,IF-8980,WH-EAST,2026-05-29,2026-06-06,2026-06-06,2026-06-04,2026-06-05,100,100,0,9.5,950.0,delivered
SO-6928,1,CUST-0380,EC-1720,WH-CENTRAL,2026-05-22,2026-05-30,2026-05-30,2026-05-28,2026-05-30,25,25,0,5.5,137.5,delivered
SO-6929,1,CUST-0660,EC-1940,WH-EAST,2026-05-14,2026-05-22,2026-05-24,2026-05-23,2026-05-24,10,10,0,32.0,320.0,delivered
SO-6930,1,CUST-0425,PB-4890,WH-WEST,2026-05-22,2026-05-31,2026-05-31,2026-05-31,2026-05-31,25,25,0,45.0,1125.0,delivered
SO-6932,1,CUST-0067,EC-2050,WH-SOUTH,2026-06-03,2026-06-08,2026-06-08,2026-06-06,2026-06-09,10,10,0,3.5,35.0,delivered
SO-6933,1,CUST-0128,EC-2380,WH-EAST,2026-06-04,2026-06-16,2026-06-16,2026-06-15,2026-06-16,25,25,0,87.0,2175.0,delivered
SO-6934,1,CUST-0260,SE-2650,WH-WEST,2026-06-08,2026-06-12,2026-06-12,2026-06-10,2026-06-12,10,10,0,325.0,3250.0,delivered
SO-6935,1,CUST-0260,HF-1455,WH-SOUTH,2026-05-29,2026-06-09,2026-06-11,2026-06-10,2026-06-12,10,10,0,24.0,240.0,delivered
SO-6936,1,CUST-0115,EC-2291,WH-EAST,2026-05-22,2026-05-30,2026-06-01,2026-06-04,2026-06-06,25,25,0,112.0,2800.0,delivered
SO-6937,1,CUST-0260,HF-2215,WH-WEST,2026-05-27,2026-06-10,2026-06-10,2026-06-10,2026-06-10,10,10,0,41.0,410.0,delivered
SO-6938,1,CUST-0056,HF-3460,WH-SOUTH,2026-05-25,2026-05-29,2026-05-31,2026-05-28,2026-05-31,5,5,0,87.0,435.0,delivered
SO-6939,1,CUST-0067,PB-5540,WH-EAST,2026-05-18,2026-06-01,2026-06-02,2026-06-02,2026-06-03,50,50,0,5.7,285.0,delivered
SO-6940,1,CUST-0147,HF-3195,WH-EAST,2026-06-08,2026-06-20,2026-06-22,2026-06-19,2026-06-22,5,5,0,52.0,260.0,delivered
SO-6941,1,CUST-0570,SE-1675,WH-CENTRAL,2026-05-18,2026-05-24,2026-05-24,2026-05-24,2026-05-24,25,25,0,48.0,1200.0,delivered
